ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,Reock,Rating,Polsby-Popper,Rating,KIWYSI Score
13,13,737677,591424,61772,56192,25811,5997,1480,772244,594371,78875,66353,31914,6485,1661,0,0,769221,569083,85330,65273,34687,14862,1718,777668,594154,79250,69778,32748,6381,1669,54497,26259,1704,748,18527,769030,577642,82218,69280,34369,7583,2034,609234,507647,42771,37160,18913,4501,972,610565,502792,44595,40374,17799,3960,431,37648,15859,1646,431,1053,0,650487,502137,62165,46089,26682,11749,1224,650487,502137,62165,38284,22185,1340,518,21195,617939,505219,46355,42292,19232,3907,424,0,0,0,0,616939,497514,50534,43577,20462,4122,289,39377,18309,803,289,621802,494502,55703,44894,21977,4222,330,39674,19349,639,330,377500,191819,180948,366440,182752,183688,403093,176056,207561,393100,168611,202996,351806,172529,177850,351398,165401,179902,347545,143791,196357,343596,158383,184720,381934,172242,200604,452147,207958,238386,372086,163350,203777,344114,144612,194227,345137,142481,200520,340998,135811,205187,338113,140949,197164,341863,153876,181487,385717,166194,215594,420068,182362,231968,413939,182595,223636,0.5458,100,0.5995,100,100
14,14,687620,347480,161150,159894,26973,6318,1503,768711,370602,203278,173845,34014,6587,1657,0,0,769221,356844,208836,162110,40939,12861,1650,778571,371197,212182,173766,36885,6197,1512,141725,26985,1078,483,22432,772350,363971,214217,166659,36614,7839,1948,535462,290651,118227,110535,19917,4635,1089,549030,305777,114051,108131,16679,3217,338,104642,14319,1000,338,1463,0,620281,306560,161068,118641,31047,10096,1145,620281,306560,161068,102391,25481,1104,296,19888,562335,308082,124456,107480,17856,3171,382,0,0,0,0,564156,306466,128325,106035,18115,3445,454,101080,15016,672,454,573804,313459,129661,102741,22456,4068,599,95829,18911,518,599,301713,184412,114104,309570,189874,119696,340859,198789,125050,333448,181795,136979,295075,180408,113669,295419,180278,111221,292268,161764,125467,288033,170403,117238,324210,189041,128021,393872,231602,156415,303666,171158,128154,266033,141623,120608,266650,139018,125445,263763,134998,128765,261241,137162,124079,263161,149732,113429,316804,170750,142464,359251,190432,163008,354186,186199,161276,0.5327,100,0.488,97,82
15,15,664592,407336,129017,103329,28361,6539,1344,755092,414413,178873,125088,42287,7049,1532,0,0,769221,392970,193574,130484,48862,16345,1771,769626,415110,188338,128005,45342,6946,1457,104506,37208,1643,244,19146,784206,405964,205108,132225,49270,8811,1398,509544,332935,87132,70016,20395,4694,924,536539,336083,99795,76896,19201,3536,297,73814,17355,1343,297,1151,0,599800,329426,136420,92389,36096,12350,1230,599800,329426,136420,78362,31134,1315,323,19501,547760,338997,107215,77175,20156,3397,233,0,0,0,0,562065,335083,118737,79820,23746,3108,296,75033,20920,835,296,579656,334517,127616,86072,25513,3915,408,80515,22293,661,408,275112,135943,136310,286265,140526,145739,314947,144035,156076,308638,133555,159603,271952,133761,137187,271879,132643,135095,269715,118808,146271,265764,126240,139259,300258,139734,153576,368731,176008,187576,284535,126396,154083,251841,104012,144222,252392,101905,148350,250338,98357,151981,247909,101930,145979,248045,102828,145217,305155,131956,169431,357804,155660,195534,352487,155104,189235,0.5271,100,0.5701,100,97
16,16,591951,405351,105330,65907,16417,4915,1155,724490,460543,149693,91902,24293,5253,1366,0,0,769221,460213,166150,106142,30034,15045,1578,744559,467826,152488,101625,24290,5658,1300,84259,18713,1570,424,16665,774359,472353,160343,112747,26439,8163,1293,456100,334893,66943,42554,11462,3398,745,527501,380087,74630,56265,11853,3290,323,53975,10299,1162,323,1210,0,607353,391827,113409,72738,21880,11255,1112,607353,391827,113409,61401,17637,1324,423,18597,545527,388329,78568,62016,12177,3213,329,0,0,0,0,569924,397245,85924,68476,13303,3521,350,64508,11055,862,350,606286,411382,95752,76440,17212,3710,311,70581,14113,489,311,268014,122141,143158,274836,122502,152334,329225,136445,178008,323188,126734,181349,297328,133072,163271,297056,131842,160768,294504,118784,170091,290872,125223,165408,324485,138484,179031,410103,184318,220727,326013,133816,188301,307923,119996,184371,308373,116845,189619,305789,112084,193705,303126,116216,186910,305694,115575,189761,362812,147694,211711,426337,177608,243281,421097,174984,239027,0.4286,71,0.4472,87,66
17,17,659451,535536,68386,44015,10410,4775,878,751983,586355,95577,53759,14882,5414,900,0,0,769221,581035,105922,51707,17146,12547,1005,769104,594328,99876,54762,15789,5144,987,44441,12084,1364,258,13219,785854,595129,110754,55574,16675,7195,1045,548930,464330,46111,29458,7519,3555,620,595566,504005,48611,30939,7597,3282,247,29490,6610,1073,247,893,0,654821,517830,75570,36414,13046,9842,711,654821,517830,75570,30131,10415,1177,204,16959,613886,514185,54179,32842,8469,3387,231,0,0,0,0,629850,521549,60614,33690,9465,3456,257,31342,7935,844,257,659064,539117,68191,35165,11418,3770,311,31852,9577,619,311,337792,162091,171191,330934,149908,181026,380937,151876,214866,372686,139919,215840,341889,148157,192726,342103,143472,193206,338098,132732,198757,333353,138113,195031,369425,149975,212372,450951,187437,259241,369947,142886,223549,351208,126865,221001,351931,123810,226599,347678,119253,228425,343510,121871,221639,348143,123760,222185,404793,150696,251217,468654,175936,287668,461682,170462,284970,0.2712,8,0.3875,72,59
18,18,688713,434781,147277,93766,11759,7789,1153,750299,442197,186245,108336,13353,7635,999,0,0,769221,425396,207594,112730,16114,17122,1370,768665,442786,197004,113496,14193,8691,998,98004,11010,2696,192,14378,781771,426886,217078,119013,15975,11512,936,529958,360716,95307,63809,8346,5282,786,539685,365887,93668,67888,7031,4394,406,66147,6291,2058,406,687,0,603562,360926,142922,79749,12080,12835,985,603562,360926,142922,70356,9607,1759,249,15547,555725,369482,102719,70082,7813,4564,280,0,0,0,0,566450,360709,117009,74351,8241,4964,326,71291,6990,1451,326,594843,368633,131657,78942,9171,5265,192,74916,7589,1344,192,268994,117484,147765,259203,113336,145867,298794,111665,175415,292452,105413,172556,253840,99926,152899,253609,97332,151754,251379,88955,158119,248166,94569,153341,282192,105885,170389,350692,133382,213267,269266,93739,172486,239825,74975,161950,240324,72703,165964,237424,69780,167644,235204,73327,161877,225358,142,167376,295659,99925,193095,357188,124298,229002,350934,123806,220714,0.4521,81,0.4354,84,71
19,19,646149,483138,103949,47699,11565,4007,995,746601,535975,137586,56331,16022,4267,1089,0,0,769221,536453,146650,57118,18828,10884,1031,764450,546037,141540,57767,16756,4038,830,49593,13662,861,287,10069,772749,540637,148161,60153,18729,5922,1048,532490,421223,71296,30937,8316,2953,699,570316,463550,63175,31476,9037,2406,145,30434,8061,960,145,612,0,650465,481820,105527,39481,14409,8269,761,650465,481820,105527,32684,11430,897,190,15306,587639,474038,67440,33551,9689,2482,102,0,0,0,0,600796,474227,77770,34404,10901,2668,166,31675,9337,439,166,624875,489825,81987,36983,11743,3048,309,33233,9771,429,309,307436,128354,176168,308302,117725,190577,363814,134048,218191,358881,111146,235861,327856,123913,202950,327333,120217,202786,322541,109493,208165,317163,115966,200988,354437,127767,221306,433455,169562,260650,344456,119279,222558,316622,98151,216075,317269,95843,220294,311742,93767,217975,308744,94442,214302,313517,100166,213088,371629,123798,245571,430375,150318,275293,422857,134941,283574,0.3386,35,0.3879,72,59
20,20,682442,191036,126908,351166,20095,4415,2588,763253,167907,167606,411224,23709,7524,1401,0,0,769221,158637,181082,407543,25320,9240,1525,772089,167499,170223,415532,26901,7396,1715,392278,20252,756,257,16961,774164,157823,182141,416233,27636,8841,1003,516651,166062,93491,245322,15336,3116,1995,478632,138897,85543,239832,10691,2178,86,236591,9678,562,86,2050,0,595408,140153,136811,298383,20078,7063,1234,595408,140153,136811,278691,15606,804,206,18293,490829,137072,89829,246880,12570,2260,155,0,0,0,0,494954,131309,99569,245762,14110,2631,201,240261,13043,442,201,508454,127784,107000,253771,15269,3246,260,247251,14008,498,260,263601,209131,52862,270481,218794,51687,295755,228981,60010,289896,219040,64961,245739,196103,49049,251997,201329,49035,248432,194870,50351,246734,196659,49795,277217,215481,58511,333523,252578,78285,242253,180936,59264,194029,138025,54025,194205,134686,57927,191773,135090,56683,190884,135879,55005,188364,136213,52151,251327,179479,69830,300589,207879,89175,295847,208305,83061,0.5032,100,0.2805,45,55
21,21,674985,480195,93990,85538,15531,5664,1217,748543,502345,121366,104569,21811,5245,1604,0,0,769221,491801,134691,109268,23461,13057,1389,758805,506109,123896,106311,20749,5415,1611,93047,16349,1299,383,14816,775622,499339,134221,114291,22671,7109,1291,540766,406697,64028,58186,11240,3945,902,567839,425798,65673,62145,10684,2640,254,60179,9804,1128,254,1046,0,629736,428764,95351,78571,17612,9782,1026,629736,428764,95351,69367,13864,882,247,18083,578126,431700,68939,63864,10179,2591,255,0,0,0,0,594026,429899,77921,69975,12389,3102,233,66008,10509,532,233,616388,433984,86227,77353,13922,3636,300,72833,11820,601,300,328569,166359,159095,330634,157101,173533,375659,162089,200663,370305,166696,194529,334520,156655,176776,333612,153503,176615,329426,141437,182146,323607,146508,176770,363744,163134,195243,443581,199036,240822,356517,148177,205229,330977,127749,200365,331387,123363,206535,327616,120258,207358,324528,122952,201576,328505,119891,208614,389812,158164,229042,457836,188590,264118,450673,189373,255039,0.5005,100,0.4994,100,79
22,22,679129,400948,152147,109657,19242,6594,1618,758729,400391,199559,138122,24138,4846,991,0,0,769220,389651,209738,137952,27606,13091,1253,766010,397290,203815,143258,25014,4916,926,126811,19369,780,181,14364,768693,376554,215575,149233,26527,5927,1101,543647,347348,108988,74692,14003,4574,1158,522739,341574,92675,71472,12973,2270,311,69973,11710,627,311,1623,0,625981,346268,154325,99406,20956,9491,961,625981,346268,154325,88330,17191,625,247,15533,532275,339988,98333,76137,13612,2506,375,0,0,0,0,537879,329802,107845,81773,14644,2158,319,78678,13268,299,319,545670,330151,111500,84507,15745,2287,276,80835,14081,355,276,298886,189875,106945,300559,183990,116569,337434,197951,129990,330378,184093,138467,299046,182094,116296,297975,181224,114430,294430,171904,117206,289331,175849,113191,325034,191138,129516,393853,229969,160733,308012,172449,132988,274101,144514,126709,274548,140909,132226,271506,139327,132179,269440,140966,128474,272236,150024,122211,326692,174573,149754,377695,197055,176083,370654,195286,170605,0.4545,82,0.4244,81,66
23,23,686180,457687,115853,86172,25113,3549,1350,737927,443206,158228,106013,30975,5861,1086,0,0,769221,424407,168630,113634,36743,8610,1300,748353,443652,162247,109255,32529,5017,1349,93552,25386,854,297,16216,762515,422141,167640,122206,33999,10179,1339,557270,389176,86849,60399,18719,2643,1006,526105,358849,87787,60334,15751,2077,231,57838,14539,803,231,1262,0,632647,369529,129741,83294,28005,6722,951,632647,369529,129741,70702,22905,723,214,30128,536317,359121,93808,62644,17128,2033,202,0,0,0,0,546757,351291,101976,69960,18876,2978,349,65712,16664,692,349,554977,346556,109019,74296,20317,2653,271,69517,17316,650,271,318302,184272,131869,321057,179257,141800,358007,199270,148433,350040,187593,154214,302296,178206,123430,309338,178902,128076,305103,172900,127315,302296,175368,126625,339501,191578,143332,413517,232423,177920,319390,172137,144555,282688,144299,135880,283067,139671,141924,279030,138825,140205,277352,138412,138940,279018,143937,130665,337842,174533,160895,388824,195655,188273,382319,196314,181027,0.5066,100,0.2949,49,57
24,24,729346,139145,226882,366272,14844,4375,2841,783990,133968,274109,375205,14443,3298,1679,0,0,769221,135526,288794,338202,16639,7147,948,784269,129840,281550,375825,13509,4067,1517,348480,10040,1179,487,8255,779119,125332,299369,355415,15505,4527,1032,563230,117134,183547,263184,11978,3141,2268,481333,94623,149532,227291,7187,1550,359,226079,6656,1035,359,1015,0,611792,111522,235273,258005,13572,5601,792,611792,111522,235273,234379,9994,533,111,15770,483698,89679,156247,228231,6791,1565,314,0,0,0,0,483765,88392,166600,218697,7737,1475,195,215937,6930,658,195,482504,88999,168475,213775,9074,1656,105,210531,7708,539,105,273889,224398,47880,272560,227174,45386,293373,236598,50237,287520,218193,62932,243490,197808,45137,244848,199470,43514,240877,192966,44165,239338,194908,43972,273067,214955,54754,330354,244809,83100,238347,177878,58399,189133,131384,55536,189489,128550,59081,185529,128225,57304,184049,127900,56149,185608,133201,52407,246777,169089,75622,296849,191109,102192,291559,190344,96869,0.4954,98,0.4872,97,86
25,25,697021,304260,247138,118625,35165,4759,1429,768053,279423,313990,140107,46156,6244,1919,0,0,769221,250270,331599,142336,48563,9998,1404,773252,271597,319799,148862,46700,6497,1642,121525,35543,1582,466,18387,765370,253878,327023,149415,44759,7306,1213,533620,245788,183381,83804,25758,3236,1092,509600,214573,185360,81661,23026,2427,517,78814,20821,1325,517,2318,0,607264,208608,256630,106416,36550,7642,1079,607264,208608,256630,88468,30170,967,227,17579,517163,209438,192545,87625,22631,2237,413,0,0,0,0,511058,198604,196313,89059,22415,2182,384,84881,20506,1180,384,513445,190720,202609,91250,23733,2335,454,86459,21847,890,454,289273,180935,106466,296147,187548,108599,333718,209145,114367,326915,192861,126347,269237,174358,94269,278508,176948,99141,273813,171511,97780,271640,172929,98444,311015,192401,114152,385295,229393,152810,283667,165466,115528,239584,128901,108419,239735,125059,113098,236141,125702,110439,235092,124907,110185,234353,129115,105238,300043,163351,134409,353908,183992,165194,348006,186645,156404,0.3961,58,0.3773,69,68
26,26,689352,129669,506217,60966,8990,2899,922,763325,138788,570466,57248,10451,1683,245,0,0,769221,149228,561193,56007,12322,7040,639,769914,141151,575346,56065,9991,2325,581,40941,7564,630,29,3358,775520,142325,576288,57099,11115,5569,583,537538,101852,396908,45062,6777,2066,713,435322,109912,292744,26834,4700,722,25,26509,4170,354,25,440,0,623498,122723,456512,43160,9479,5428,468,623498,122723,456512,28452,6994,429,61,6739,446784,109797,304046,26680,4753,856,29,0,0,0,0,457945,112795,310392,27984,4956,974,54,27316,4296,181,54,472315,123327,312899,28672,5368,1109,176,27208,4618,348,176,208546,93148,114011,208319,102864,105455,258392,130371,120448,253681,103265,144402,207978,93238,114275,206519,91917,111765,202245,86412,111911,201665,88878,112513,240251,105569,131184,315213,128372,184655,231613,89004,140699,204564,60640,142343,204795,60093,143610,200867,61362,139505,199563,59787,139776,202379,58750,143509,258450,84767,172104,316315,101603,211879,310361,96552,210315,0.269,8,0.3158,54,50
27,27,715435,141630,512503,57789,16424,2440,720,768673,128675,576725,57052,19403,3540,672,0,0,769221,132078,566370,55568,20431,6802,720,770796,132113,573022,55714,21453,3409,548,39900,15445,581,44,7517,752949,128072,556105,54469,22424,4821,387,577977,111745,419073,44148,13273,1847,534,461621,93021,327137,31329,8598,978,40,30557,7782,410,40,613,0,636002,107346,471763,44946,16646,5443,583,636002,107346,471763,30264,12750,237,106,10893,467142,93840,331472,30646,9368,882,25,0,0,0,0,470068,91981,335471,30558,9699,1112,95,29027,8377,453,95,475920,96056,335398,30374,10995,1380,157,28252,9392,470,157,274941,132857,140294,278487,146161,132326,308545,175743,122321,304364,145419,152390,258194,140459,117190,257018,136564,117553,249466,129653,115042,250657,131579,118719,289026,150929,133889,359796,177908,179182,272443,132146,137863,238487,100245,136164,238643,98751,138391,234460,100157,134303,233299,97348,135951,237033,101059,135974,290310,126922,161472,339254,142906,192461,333655,141591,188080,0.7142,100,0.7261,100,100
28,28,677262,123949,470024,80382,14398,2876,970,751414,120151,544076,85000,15657,3435,884,0,0,769221,116007,559429,86320,17323,9073,782,753600,127918,536749,84160,16077,3623,863,66468,12499,411,229,6055,764925,123897,547457,89579,15992,5878,1309,515400,97519,359715,54995,11008,2125,749,456145,90471,310783,45457,7946,753,120,44284,7537,378,120,613,0,609131,92771,446828,62852,13602,6988,582,609131,92771,446828,48525,10026,459,137,8155,464699,94264,315107,45657,8026,787,114,0,0,0,0,486404,94058,334132,47864,7904,1297,164,45930,7106,473,164,492300,91202,341603,48567,8134,1519,236,46337,7260,516,236,236136,119316,114997,234993,129799,105194,283595,158889,114744,279056,132988,139096,229243,122282,106416,228380,119811,105712,222650,113232,104525,223423,115829,107245,263747,134300,125258,342218,158749,180886,248062,111985,133707,213017,77942,133174,213161,76239,135394,210058,77792,132266,208793,76314,132479,211354,76577,134436,273672,106560,165291,335798,123817,208901,330247,124841,201304,0.2004,0,0.234,33,23
